"('date', '')","('open', 'BBSI')","('high', 'BBSI')","('low', 'BBSI')","('close', 'BBSI')","('volume', 'BBSI')"
2024-01-02 00:00:00+00:00,28.321385591265077,28.575112583326256,28.08736414505262,28.32877540588379,120000
2024-01-03 00:00:00+00:00,28.25487255577645,28.32631056037362,27.4887638092041,27.4887638092041,120800
2024-01-04 00:00:00+00:00,27.658734461865052,27.801610457651893,27.136500914980196,27.38776397705078,119200
2024-01-05 00:00:00+00:00,27.232575800757598,27.882905800829107,27.232575800757598,27.833637237548828,170000
2024-01-08 00:00:00+00:00,27.833636256257044,27.927245583487558,27.454276789689292,27.88783073425293,106000
2024-01-09 00:00:00+00:00,27.666125282882234,27.77697813029925,27.212865819693587,27.46659278869629,78800
2024-01-10 00:00:00+00:00,27.466592110660002,27.905071935130135,27.289229062693813,27.873048782348633,150800
2024-01-11 00:00:00+00:00,27.688296807309374,27.809001487939423,27.183304883978376,27.66119956970215,130800
2024-01-12 00:00:00+00:00,27.914926776216255,28.07997222165109,27.4542756124081,27.614395141601562,109200
2024-01-16 00:00:00+00:00,27.49861608541802,28.072582110742207,27.323716929946496,27.90260887145996,161200
2024-01-17 00:00:00+00:00,27.68829619300694,28.203139937315004,27.668588769838312,28.092288970947266,111600
2024-01-18 00:00:00+00:00,27.870586012816254,28.215458411221555,27.747417433343177,28.121850967407227,159200
2024-01-19 00:00:00+00:00,28.316454259614794,28.328771868710326,27.900145759712323,27.919851303100586,86000
2024-01-22 00:00:00+00:00,28.079971834518748,28.506135940551758,28.035631071344234,28.506135940551758,90000
2024-01-23 00:00:00+00:00,28.552940425796457,28.552940425796457,28.190824508666992,28.190824508666992,69200
2024-01-24 00:00:00+00:00,28.326310002691557,28.419919327963793,28.104606178893384,28.21053123474121,67200
2024-01-25 00:00:00+00:00,28.412529459394612,28.412529459394612,27.865662498102697,27.90753936767578,75200
2024-01-26 00:00:00+00:00,28.099681628781482,28.235167827524357,28.01100009495042,28.025779724121094,74400
2024-01-29 00:00:00+00:00,27.865664220962625,28.32138765658382,27.86073642458845,28.245023727416992,91200
2024-01-30 00:00:00+00:00,27.912463130527893,28.311530008205143,27.806538076049552,28.08736228942871,186400
2024-01-31 00:00:00+00:00,28.185900116530156,28.32877613417677,27.639031267844086,27.656274795532227,164400
2024-02-01 00:00:00+00:00,27.873052494448775,28.10214614868164,27.611933803766053,28.10214614868164,120400
2024-02-02 00:00:00+00:00,27.956806729962306,28.008537313525434,27.54296018205369,27.609472274780273,128800
2024-02-05 00:00:00+00:00,27.587297001319946,27.587297001319946,27.170988494319428,27.439495086669922,115200
2024-02-06 00:00:00+00:00,27.496155416983186,27.779441657157413,27.21040339948822,27.451814651489258,95600
2024-02-07 00:00:00+00:00,27.3779135429082,27.653811856136,26.835972508407473,27.203014373779297,135600
2024-02-08 00:00:00+00:00,27.06260023258322,27.540494918823242,27.06260023258322,27.540494918823242,79600
2024-02-09 00:00:00+00:00,27.370521068666616,28.072581574949535,27.32618030619594,27.97158432006836,98000
2024-02-12 00:00:00+00:00,27.924782054510256,28.33123876544618,27.924782054510256,28.14402198791504,77200
2024-02-13 00:00:00+00:00,27.444424110055657,27.57744452360988,26.658607962166585,26.818727493286133,152000
2024-02-14 00:00:00+00:00,26.99855156986202,27.4444230944055,26.791629263632334,27.380374908447266,89600
2024-02-15 00:00:00+00:00,27.555276220807833,28.02577924221792,27.439497449219008,27.986366271972656,113600
2024-02-16 00:00:00+00:00,27.841025722075475,28.040560104871616,27.466594056051562,27.89768409729004,140400
2024-02-20 00:00:00+00:00,27.616863876008157,27.94941872294104,27.616863876008157,27.83856773376465,165200
2024-02-21 00:00:00+00:00,27.789294268092288,27.85580635339893,27.70800443407793,27.73509979248047,68000
2024-02-22 00:00:00+00:00,27.68583747107716,27.94941819717274,27.47891512733274,27.786836624145508,91600
2024-02-23 00:00:00+00:00,27.68336967021383,28.2696533203125,27.68336967021383,28.2696533203125,64400
2024-02-26 00:00:00+00:00,28.10953342743504,28.658864240781913,28.10953342743504,28.533233642578125,101200
2024-02-27 00:00:00+00:00,28.602208627898705,28.777107791045324,28.331238119916666,28.575111389160156,106000
2024-02-28 00:00:00+00:00,28.35094553512244,28.87318104051075,28.331239988797336,28.42977523803711,89600
2024-02-29 00:00:00+00:00,31.205990563417988,32.023829834791925,29.67870096921232,30.050668716430664,212800
2024-03-01 00:00:00+00:00,29.858532371410956,29.858532371410956,28.993888256239234,29.461929321289062,151200
2024-03-04 00:00:00+00:00,29.764919964783665,30.422639741332993,29.370780878428455,29.61219024658203,154800
2024-03-05 00:00:00+00:00,29.415121769145312,29.47670606038355,28.851009435874648,28.875642776489258,126000
2024-03-06 00:00:00+00:00,29.370781482223954,29.54814266517738,29.057932225176845,29.30180549621582,209600
2024-03-07 00:00:00+00:00,29.259928007688067,29.612190227004643,29.218051140910006,29.59987449645996,60800
2024-03-08 00:00:00+00:00,29.493947258156116,29.89054833336688,29.176172114927297,29.259925842285156,81200
2024-03-11 00:00:00+00:00,29.05300768760251,29.51612091064453,29.05300768760251,29.51612091064453,84800
2024-03-12 00:00:00+00:00,29.333829988913834,29.78955336719032,29.255002171479003,29.757530212402344,95600
2024-03-13 00:00:00+00:00,29.658993657048104,29.740285368759267,29.388023164080895,29.4471435546875,84800
2024-03-14 00:00:00+00:00,29.276744497591256,29.526169637696036,29.08411651154412,29.23229217529297,126400
2024-03-15 00:00:00+00:00,28.977925196019033,29.50641475842034,28.977925196019033,29.387874603271484,276800
2024-03-18 00:00:00+00:00,29.313788132067078,29.950937491800083,29.311319919232997,29.674346923828125,166000
2024-03-19 00:00:00+00:00,29.852151443662034,30.022552319285595,29.60766462342996,29.810169219970703,166400
2024-03-20 00:00:00+00:00,29.847214729404367,30.568328513268717,29.844744632545886,30.469545364379883,184400
2024-03-21 00:00:00+00:00,30.81034571670903,31.104223168868224,30.746136390264834,31.0523624420166,132800
2024-03-22 00:00:00+00:00,30.805407631533086,30.857268361934043,30.190485389199573,30.667112350463867,144000
2024-03-25 00:00:00+00:00,30.733788756797004,31.042484914997583,30.67204952515689,30.970869064331055,119600
2024-03-26 00:00:00+00:00,31.235112981783235,31.363529754911326,31.022729873657227,31.022729873657227,90400
2024-03-27 00:00:00+00:00,31.094347608642213,31.45984280579035,30.99062426727633,31.022729873657227,164400
2024-03-28 00:00:00+00:00,31.017791549260963,31.437619481287488,31.017791549260963,31.294384002685547,122800
2024-04-01 00:00:00+00:00,31.291912527238498,31.30179103058263,30.904190220607603,31.279565811157227,118800
2024-04-02 00:00:00+00:00,31.082001191839613,31.082001191839613,30.48930414809234,30.906661987304688,119200
2024-04-03 00:00:00+00:00,30.649824830260563,30.919006980431195,30.649824830260563,30.84739112854004,86800
2024-04-04 00:00:00+00:00,30.852328865209742,30.906659690434267,29.881788069888586,29.88672637939453,132000
2024-04-05 00:00:00+00:00,29.89166824620861,30.501652189520996,29.89166824620861,30.489303588867188,70800
2024-04-08 00:00:00+00:00,30.284327690499115,30.548571530608044,30.279389380910136,30.360885620117188,51200
2024-04-09 00:00:00+00:00,30.326310681768195,30.44978914238756,30.113927578772348,30.17566680908203,75200
2024-04-10 00:00:00+00:00,29.65952770242182,29.721266936558475,29.338484815390363,29.52617073059082,191200
2024-04-11 00:00:00+00:00,29.800292650767037,29.800292650767037,29.41504043823705,29.592849731445312,191600
2024-04-12 00:00:00+00:00,29.592850233689884,29.783006246295425,29.333544696004967,29.68669319152832,82800
2024-04-15 00:00:00+00:00,29.787941322320123,29.978097302255183,29.691628284100453,29.77806282043457,134400
2024-04-16 00:00:00+00:00,29.543457106654284,30.015145751313757,29.543457106654284,29.921302795410156,100000
2024-04-17 00:00:00+00:00,29.906479576683605,30.21270559860944,29.75336750778648,29.77806282043457,121200
2024-04-18 00:00:00+00:00,29.736087147596837,30.12874779230998,29.736087147596837,29.97069549560547,155200
2024-04-19 00:00:00+00:00,29.88178797092337,30.602901740839968,29.610135729832248,30.215179443359375,84000
2024-04-22 00:00:00+00:00,30.311494217535177,30.447321287872,30.17566903133028,30.328781127929688,150000
2024-04-23 00:00:00+00:00,30.523873510463527,30.674517375362726,30.449787568400573,30.491769790649414,68800
2024-04-24 00:00:00+00:00,30.484364244260792,30.635008123290245,30.39298950126743,30.57326889038086,66400
2024-04-25 00:00:00+00:00,30.299146810869587,30.588085971224178,30.242345887077512,30.402868270874023,198000
2024-04-26 00:00:00+00:00,30.28186009279581,30.36829464334733,29.997859240299196,30.071945190429688,99600
2024-04-29 00:00:00+00:00,30.081823659719937,30.509059986434142,30.081823659719937,30.506589889526367,102400
2024-04-30 00:00:00+00:00,30.271980119007495,30.442379114923853,29.992917589753926,30.005266189575195,127200
2024-05-01 00:00:00+00:00,30.12627791387296,30.452261013708004,29.901548068294108,30.234939575195312,139600
2024-05-02 00:00:00+00:00,30.363353259358426,30.363353259358426,28.071593290459667,29.508882522583008,212000
2024-05-03 00:00:00+00:00,29.81757921949816,30.770833120631497,29.81757921949816,30.469545364379883,178000
2024-05-06 00:00:00+00:00,30.34853657244169,31.044955030393577,30.343598262925532,30.427562713623047,141600
2024-05-07 00:00:00+00:00,30.635008552266434,30.8770252935463,30.447320754036824,30.452259063720703,112400
2024-05-08 00:00:00+00:00,30.31149195254974,30.73872825484933,30.309023739914903,30.610309600830078,86400
2024-05-09 00:00:00+00:00,30.758485253162192,31.11904213159696,30.758485253162192,31.099285125732422,242400
2024-05-10 00:00:00+00:00,30.90172030804581,31.173374441300055,30.90172030804581,31.111635208129883,75200
2024-05-13 00:00:00+00:00,31.27215589798661,31.314140008738864,30.805407443101128,30.83504295349121,102400
2024-05-14 00:00:00+00:00,31.153615949794006,31.153615949794006,30.864676804519345,31.099285125732422,111600
2024-05-15 00:00:00+00:00,31.133859633859313,31.133859633859313,30.5831448590051,31.07952880859375,98800
2024-05-16 00:00:00+00:00,31.099331208737244,31.099331208737244,30.809701650788206,31.007740020751953,70000
2024-05-17 00:00:00+00:00,31.133989476692612,31.26766510100821,30.943379092481873,31.079530715942383,76800
2024-05-20 00:00:00+00:00,31.0820027587763,31.302319452167865,30.918622710126243,30.921098709106445,65200
2024-05-21 00:00:00+00:00,30.85673727482528,31.111710410301388,30.37897143745562,30.908721923828125,190000
2024-05-22 00:00:00+00:00,31.037447380924018,31.215681552971464,30.854263099045937,30.980512619018555,106400
2024-05-23 00:00:00+00:00,30.990413685934776,31.109235204217587,30.6586996794078,30.794851303100586,112000
2024-05-24 00:00:00+00:00,30.89139276828489,31.032494493755163,30.834456122841086,30.86416244506836,56000
2024-05-28 00:00:00+00:00,31.084480040651997,31.339453175754024,30.943378311098744,31.193401336669922,145600
2024-05-29 00:00:00+00:00,30.933477153395803,31.542442630623988,30.755242986668726,31.04239845275879,172400
2024-05-30 00:00:00+00:00,31.267666109071396,32.00040701160268,30.918625763744878,31.86920738220215,138400
2024-05-31 00:00:00+00:00,32.01773109185444,32.89899789057107,31.81226660921265,32.760372161865234,227600
2024-06-03 00:00:00+00:00,32.83958825517624,33.81492410869941,32.71086274841351,33.67382049560547,231600
2024-06-04 00:00:00+00:00,33.673820594542725,34.00553269249461,32.705910846520915,32.90890121459961,185600
2024-06-05 00:00:00+00:00,32.53015555164632,32.58213831176992,32.084570149962,32.26033020019531,136800
2024-06-06 00:00:00+00:00,32.13655460332881,32.562331984807194,32.13655460332881,32.29745864868164,94800
2024-06-07 00:00:00+00:00,32.304884407363744,32.62669627185613,32.28755430378861,32.567283630371094,194000
2024-06-10 00:00:00+00:00,32.60194043815063,32.775222589572756,32.416280180783865,32.705909729003906,84800
2024-06-11 00:00:00+00:00,32.61927391715382,32.85939484370904,32.505400618854935,32.745521545410156,91600
2024-06-12 00:00:00+00:00,33.12179182945736,33.17130047770188,32.67620644072125,32.92622756958008,212000
2024-06-13 00:00:00+00:00,32.80988512874804,33.03020185742013,32.42866432463965,32.73809814453125,202800
2024-06-14 00:00:00+00:00,32.663832423068634,32.93118368977624,32.62174987792969,32.62174987792969,222800
2024-06-17 00:00:00+00:00,32.56976119729424,33.423797607421875,32.56976119729424,33.423797607421875,149600
2024-06-18 00:00:00+00:00,33.599560770480835,33.82978149617327,33.282700841762804,33.34211349487305,194800
2024-06-20 00:00:00+00:00,33.030194094607644,33.49310954891275,33.030194094607644,33.48568344116211,213600
2024-06-21 00:00:00+00:00,33.525288090076366,33.66391758171224,33.389140263136404,33.48568344116211,290400
2024-06-24 00:00:00+00:00,33.62678781371428,34.01296057804696,32.933655370858425,33.141597747802734,237500
2024-06-25 00:00:00+00:00,33.220804918653684,33.43864747606188,32.51777238172194,32.98316192626953,174100
2024-06-26 00:00:00+00:00,32.93365661897792,33.29012496179996,32.59699249267578,32.59699249267578,151900
2024-06-27 00:00:00+00:00,32.844534685469114,32.844534685469114,32.07218924153042,32.42865753173828,148500
2024-06-28 00:00:00+00:00,32.75542695160576,32.75542695160576,32.04249025014318,32.44846725463867,610400
2024-07-01 00:00:00+00:00,32.09199854912985,32.408858462439625,31.943468812211087,32.30984115600586,254100
2024-07-02 00:00:00+00:00,32.309837528449776,32.66630583521817,31.586998807654563,32.379150390625,93600
2024-07-03 00:00:00+00:00,32.23061917303752,32.61679189500687,32.19101074584386,32.42865753173828,67700
2024-07-05 00:00:00+00:00,32.309840325541494,32.458366281374545,32.10189794374638,32.210819244384766,101900
2024-07-08 00:00:00+00:00,32.39895654553507,32.56728671310837,32.09199686804102,32.290035247802734,193500
2024-07-09 00:00:00+00:00,32.280129884751034,32.280129884751034,31.62660779192549,31.893957138061523,101700
2024-07-10 00:00:00+00:00,32.18111349145469,32.18111349145469,31.68601943774,31.81474494934082,126200
2024-07-11 00:00:00+00:00,32.141505393201804,32.834637831028225,32.02268387671576,32.64650344848633,188000
2024-07-12 00:00:00+00:00,32.71581344050384,33.44855046794375,32.5078748606034,32.993064880371094,217100
2024-07-15 00:00:00+00:00,33.082187574942004,33.81492850414338,33.05248313770013,33.26042175292969,239900
2024-07-16 00:00:00+00:00,33.53767025583019,34.49815393205108,33.51786604034165,34.38923263549805,157100
2024-07-17 00:00:00+00:00,34.29021539725348,34.54766264453372,33.80502156007765,34.21099853515625,191200
2024-07-18 00:00:00+00:00,34.250605660897655,34.63677840573472,33.58717768655449,33.725807189941406,228600
2024-07-19 00:00:00+00:00,33.91394096110541,34.16148797542005,33.47825957572801,33.51786422729492,181000
2024-07-22 00:00:00+00:00,33.527770097273105,34.32982005103422,33.30002728464539,34.21099853515625,127800
2024-07-23 00:00:00+00:00,34.09218025065393,35.191289764189214,34.09218025065393,35.032859802246094,172300
2024-07-24 00:00:00+00:00,35.03285684705421,35.25069566555759,34.78530981632061,34.95363998413086,123900
2024-07-25 00:00:00+00:00,35.06255529633999,35.48833641869633,35.06255529633999,35.15167236328125,148400
2024-07-26 00:00:00+00:00,35.389327634719365,35.73589199092044,35.003151067036214,35.67647933959961,115000
2024-07-29 00:00:00+00:00,35.79529925202854,35.90421676381319,34.92393271687806,35.30020523071289,136400
2024-07-30 00:00:00+00:00,35.58736291448409,36.19137832706413,35.49824582447607,36.1319694519043,141300
2024-07-31 00:00:00+00:00,36.29039706278578,36.62706118352558,35.775498773579734,36.082454681396484,131200
2024-08-01 00:00:00+00:00,36.36960582855411,36.636957049484614,35.58735637960198,36.30029296875,275300
2024-08-02 00:00:00+00:00,35.438833022267346,36.31019583104568,35.379420376422885,35.45863723754883,242800
2024-08-05 00:00:00+00:00,34.4288434143348,34.4288434143348,33.309929715169645,33.8347282409668,203200
2024-08-06 00:00:00+00:00,33.81492856958877,34.64668680938499,33.6663988285555,34.53776550292969,183300
2024-08-07 00:00:00+00:00,34.67638815680778,34.94373940048411,34.15158966585121,34.21099853515625,232400
2024-08-08 00:00:00+00:00,34.32982303290619,34.94374243568083,31.45827952328254,34.715999603271484,165700
2024-08-09 00:00:00+00:00,34.785308897148774,34.785308897148774,34.409036362741354,34.60707473754883,179000
2024-08-12 00:00:00+00:00,34.607076679527346,34.626880895846185,33.8050229163203,34.51795959472656,232400
2024-08-13 00:00:00+00:00,34.65657952731418,34.78530502319336,34.300111247813305,34.78530502319336,80400
2024-08-14 00:00:00+00:00,34.70609052589238,34.77540338746829,34.41893508378208,34.65658187866211,85500
2024-08-15 00:00:00+00:00,35.15167970292639,35.230896568866726,34.646685402994976,34.83481979370117,164000
2024-08-16 00:00:00+00:00,34.91421005384476,35.05315172681787,34.19964855183832,34.31874465942383,195800
2024-08-19 00:00:00+00:00,34.45768491106363,34.8149656473295,34.32866602610618,34.74549102783203,135000
2024-08-20 00:00:00+00:00,34.64625288596531,34.685951592384335,34.100408923273335,34.4775390625,125600
2024-08-21 00:00:00+00:00,34.69587262818576,34.904285147570945,34.4775373256342,34.75542068481445,221400
2024-08-22 00:00:00+00:00,34.636332461943965,35.42036114480899,34.636332461943965,35.311195373535156,164000
2024-08-23 00:00:00+00:00,35.499755859375,36.16469215010475,35.14247507622834,35.499755859375,310400
2024-08-26 00:00:00+00:00,35.81733879139809,35.95628048018796,35.35088844828034,35.53945541381836,89700
2024-08-27 00:00:00+00:00,35.51960579078848,35.916581500622165,35.400509670549035,35.797489166259766,83300
2024-08-28 00:00:00+00:00,35.658546754208025,36.28378812219521,34.86459156479087,35.80741500854492,152700
2024-08-29 00:00:00+00:00,36.065449941916754,36.22424098383547,35.72801850460485,35.896732330322266,81900
2024-08-30 00:00:00+00:00,36.095219697676065,36.293709433447646,35.59899725118553,36.234161376953125,118400
2024-09-03 00:00:00+00:00,36.07537346238749,36.28378978518686,35.39058778998141,35.47990798950195,164800
2024-09-04 00:00:00+00:00,35.47990947433941,35.72802072940472,35.3508905616598,35.460060119628906,122900
2024-09-05 00:00:00+00:00,35.62877734515821,35.73794311603493,34.487464070210414,34.85466766357422,156000
2024-09-06 00:00:00+00:00,34.874515967171796,35.14247656589043,34.22942900214735,34.30882263183594,89700
2024-09-09 00:00:00+00:00,34.25920053495387,34.795121722925614,34.16988033695858,34.775272369384766,118100
2024-09-10 00:00:00+00:00,34.91421328566312,35.68831912724043,34.854665226358335,35.54937744140625,139400
2024-09-11 00:00:00+00:00,35.35088823767195,35.598999476426286,34.94398595754993,35.440208435058594,191000
2024-09-12 00:00:00+00:00,35.52952950441934,36.0555279178841,35.479908012626055,35.886810302734375,132200
2024-09-13 00:00:00+00:00,36.19446956581431,36.720464192770606,35.599000307378226,36.65099334716797,219700
2024-09-16 00:00:00+00:00,36.71054186820249,36.92887719173873,36.35326106584495,36.49220275878906,97700
2024-09-17 00:00:00+00:00,36.710540771484375,37.038045639943206,36.48227509889306,36.710540771484375,150500
2024-09-18 00:00:00+00:00,36.62122012267948,37.49456895173499,36.3234836093573,36.86933135986328,164400
2024-09-19 00:00:00+00:00,37.52434658491618,37.52434658491618,36.77008626940785,37.355628967285156,120400
2024-09-20 00:00:00+00:00,37.35563036274413,37.484649276825465,36.700616793690386,36.87925720214844,345100
2024-09-23 00:00:00+00:00,37.00827384118558,37.43502548117045,36.37310966610403,36.50212478637695,98600
2024-09-24 00:00:00+00:00,36.502123661419255,36.55174893709326,36.055526467369226,36.313560485839844,73000
2024-09-25 00:00:00+00:00,36.254015214636745,36.57159731681331,35.97613182170158,36.17462158203125,152000
2024-09-26 00:00:00+00:00,36.41280486289571,36.74031352270376,36.124998696676776,36.24409103393555,112800
2024-09-27 00:00:00+00:00,36.48227345519643,36.9586503465633,36.18454073749981,36.273860931396484,106000
2024-09-30 00:00:00+00:00,36.19446840930317,37.30600568930589,35.99597866283342,37.22660827636719,120900
2024-10-01 00:00:00+00:00,37.21668277862174,37.21668277862174,36.61129079968254,37.008270263671875,93800
2024-10-02 00:00:00+00:00,36.73038630809478,37.077744315661505,36.23416382803695,36.30363845825195,73500
2024-10-03 00:00:00+00:00,36.224237647062765,36.29370848488563,35.956277078656,36.144840240478516,63000
2024-10-04 00:00:00+00:00,36.482271087244825,36.660911463443185,36.10514476938311,36.611289978027344,84100
2024-10-07 00:00:00+00:00,36.2837902193729,36.650993805850504,36.21431937290084,36.49220275878906,75200
2024-10-08 00:00:00+00:00,36.492199887006144,36.61129221646086,36.33340885244089,36.581520080566406,45600
2024-10-09 00:00:00+00:00,36.61129240326944,37.028121237303154,36.51204942586361,36.680763244628906,74200
2024-10-10 00:00:00+00:00,36.33340974652311,36.33340974652311,35.88680876773197,36.263938903808594,62300
2024-10-11 00:00:00+00:00,36.37310942352397,36.869331905231654,36.37310942352397,36.760162353515625,80100
2024-10-14 00:00:00+00:00,36.770084593463544,37.11744259704708,36.76016180976208,36.86933135986328,55400
2024-10-15 00:00:00+00:00,36.879254508777,37.415175695011676,36.859405155300486,37.06781768798828,89300
2024-10-16 00:00:00+00:00,37.325856008735876,37.78237978731968,37.216686456057765,37.72283172607422,103800
2024-10-17 00:00:00+00:00,37.67321153972644,37.72283303287809,37.31593073163093,37.60374069213867,67900
2024-10-18 00:00:00+00:00,37.663288833201875,37.69306097197888,37.20676503786058,37.2464599609375,69900
2024-10-21 00:00:00+00:00,37.14721583625946,37.20676389786622,36.55175036370053,36.65099334716797,120000
2024-10-22 00:00:00+00:00,36.49220087781065,36.49220087781065,36.025750544789425,36.313560485839844,37100
2024-10-23 00:00:00+00:00,36.0753711909731,36.4624278884433,35.9959775663299,36.273860931396484,72600
2024-10-24 00:00:00+00:00,36.24408766105299,36.3830293392378,35.91657903172296,36.085296630859375,58200
2024-10-25 00:00:00+00:00,36.30363555741979,36.383029179229034,35.53945254488732,35.6287727355957,61900
2024-10-28 00:00:00+00:00,35.886809040810796,36.73038572926445,35.6585471578866,36.412803649902344,104700
2024-10-29 00:00:00+00:00,36.24409307404998,37.05789769856727,36.08530202014117,36.92887878417969,171300
2024-10-30 00:00:00+00:00,36.83955589057693,37.20676325196151,36.60137122003907,36.710540771484375,92500
2024-10-31 00:00:00+00:00,36.63114564284256,36.938804962849325,35.91658401489258,35.91658401489258,99500
2024-11-01 00:00:00+00:00,36.04560313302724,36.3631852392839,35.90666143477462,36.015830993652344,94400
2024-11-04 00:00:00+00:00,36.045601667142485,36.74031391603072,35.966208036745726,36.44258117675781,88900
2024-11-05 00:00:00+00:00,36.37310788202073,37.27623260901893,36.19446749330663,37.13728713989258,129300
2024-11-06 00:00:00+00:00,38.44731986361215,40.86888423127708,38.44731986361215,40.06500244140625,266100
2024-11-07 00:00:00+00:00,38.46716548102879,40.91850577539473,37.87170001168282,40.878807067871094,288400
