"('date', '')","('open', 'BIPI')","('high', 'BIPI')","('low', 'BIPI')","('close', 'BIPI')","('volume', 'BIPI')"
2024-01-02 00:00:00+00:00,16.1231374441513,16.248422868327005,16.017128821573802,16.094226837158203,12200
2024-01-03 00:00:00+00:00,16.161688740692647,16.209874315205887,16.008455893261015,16.026765823364258,9600
2024-01-04 00:00:00+00:00,16.046039219077944,16.142412196840667,16.026764255893067,16.089406967163086,3200
2024-01-05 00:00:00+00:00,15.99978087889361,16.152050522585863,15.911118984668107,15.9785795211792,11600
2024-01-08 00:00:00+00:00,16.074952204940118,16.498992218472345,15.99785418776714,16.479717254638672,20600
2024-01-09 00:00:00+00:00,16.479716638546144,16.73028564453125,16.479716638546144,16.73028564453125,9400
2024-01-10 00:00:00+00:00,16.479716168375667,17.038677215576172,16.479716168375667,17.038677215576172,35200
2024-01-11 00:00:00+00:00,16.807383871700615,17.057952880859375,16.807383871700615,17.057952880859375,10900
2024-01-12 00:00:00+00:00,16.980854865592192,17.221786393072346,16.980854865592192,17.057952880859375,12500
2024-01-16 00:00:00+00:00,17.135050322151635,17.327794434782376,17.067587952661178,17.096500396728516,49800
2024-01-17 00:00:00+00:00,17.096501251665494,17.163961786367803,16.961580182260878,17.067588806152344,18000
2024-01-18 00:00:00+00:00,17.067590149365806,17.067590149365806,16.67246255373156,16.83629608154297,19500
2024-01-19 00:00:00+00:00,16.908573610127227,17.202510349297953,16.83725845597855,17.13504981994629,8100
2024-01-22 00:00:00+00:00,16.682099000681774,17.34707055324131,16.682099000681774,17.342252731323242,17800
2024-01-23 00:00:00+00:00,17.3470702396666,17.3470702396666,17.117702583851493,17.173599243164062,8200
2024-01-24 00:00:00+00:00,17.433805238414983,17.453080201510055,17.159143447875977,17.159143447875977,24800
2024-01-25 00:00:00+00:00,17.29888416209296,17.29888416209296,17.19769152498888,17.212148666381836,41400
2024-01-26 00:00:00+00:00,17.21214937400999,17.74219801344793,17.21214937400999,17.501266479492188,12900
2024-01-29 00:00:00+00:00,17.59764006889384,17.669918428681516,17.30852111525775,17.356708526611328,30700
2024-01-30 00:00:00+00:00,17.462718313484057,17.5687269380107,17.183236853000817,17.231422424316406,23100
2024-01-31 00:00:00+00:00,17.25069704764832,17.298884456174605,16.845932006835938,16.845932006835938,25600
2024-02-01 00:00:00+00:00,17.019402733548546,17.16396128053061,16.865206705012792,17.106138229370117,55400
2024-02-02 00:00:00+00:00,17.106137508930008,17.192873001098633,17.086862546634404,17.192873001098633,13800
2024-02-05 00:00:00+00:00,17.221787986658786,17.520542593693612,16.876772360388962,16.887374877929688,9500
2024-02-06 00:00:00+00:00,16.980853472199552,17.04831400025254,16.85556805881984,16.96639633178711,12200
2024-02-07 00:00:00+00:00,17.048316142055807,17.35188855643246,16.908575408869357,16.97218132019043,19900
2024-02-08 00:00:00+00:00,17.057952744343773,17.38561976614738,16.98085472969361,17.3759822845459,10200
2024-02-09 00:00:00+00:00,17.462717469139246,17.666062261367838,17.086863046036147,17.15432357788086,31700
2024-02-12 00:00:00+00:00,17.17359865253427,17.313339376928912,16.845931634445556,16.942304611206055,47800
2024-02-13 00:00:00+00:00,16.836292960162034,16.836292960162034,16.3351568252021,16.37370491027832,33600
2024-02-14 00:00:00+00:00,16.48935427884678,16.854606193996215,16.103862365520595,16.306245803833008,506800
2024-02-15 00:00:00+00:00,16.402619934817956,16.53754101106636,16.277334502734323,16.498992919921875,11400
2024-02-16 00:00:00+00:00,16.498992919921875,16.63391399617028,16.412257417144527,16.498992919921875,23900
2024-02-20 00:00:00+00:00,16.498992666907405,16.653188705444336,16.41225716546016,16.653188705444336,7200
2024-02-21 00:00:00+00:00,16.585725515279044,17.095537819965553,16.585725515279044,16.845932006835938,10200
2024-02-22 00:00:00+00:00,16.94230450091725,17.347069530147145,16.94230450091725,17.15432357788086,15100
2024-02-23 00:00:00+00:00,17.250697837104738,17.573547055439747,17.250697837104738,17.40489387512207,23500
2024-02-26 00:00:00+00:00,17.472354411984433,17.510904340569653,17.294065587682223,17.40489387512207,14100
2024-02-27 00:00:00+00:00,17.481992245983786,17.732561272345496,17.347071169543558,17.414531707763672,33100
2024-02-28 00:00:00+00:00,17.491629946496502,17.76147394090452,17.43187865813861,17.636188507080078,13500
2024-02-29 00:00:00+00:00,17.732561270335875,18.286704556787107,17.588002711571757,18.16623878479004,64200
2024-03-01 00:00:00+00:00,18.08914018903214,18.11805079696857,17.761473152566474,17.93494415283203,15100
2024-03-04 00:00:00+00:00,17.93494332092035,17.93494332092035,17.828932861639412,17.857845306396484,12100
2024-03-05 00:00:00+00:00,17.906032054904095,18.21442413330078,17.87711960824374,18.21442413330078,12700
2024-03-06 00:00:00+00:00,18.281882869571348,18.61918736139757,18.146961808105498,18.37825584411621,45400
2024-03-07 00:00:00+00:00,18.465955970425536,18.667376219774603,18.262611165731197,18.3107967376709,21700
2024-03-08 00:00:00+00:00,18.358982728053086,18.638464198526236,18.339709601734974,18.59027862548828,8800
2024-03-11 00:00:00+00:00,18.648100402391318,18.648100402391318,18.491012945156292,18.60955047607422,13700
2024-03-12 00:00:00+00:00,18.67701171290826,18.67701171290826,18.400423517621213,18.628826141357422,13800
2024-03-13 00:00:00+00:00,18.638463623299934,18.715561640678313,18.368619643394744,18.628826141357422,35400
2024-03-14 00:00:00+00:00,18.32043361019653,18.42355264240508,18.127687652526628,18.18551254272461,28500
2024-03-15 00:00:00+00:00,18.185513370216356,18.503542928129754,18.15660092380177,18.262611389160156,22300
2024-03-18 00:00:00+00:00,18.339708807444868,18.484267358459714,18.262610791026166,18.407169342041016,21100
2024-03-19 00:00:00+00:00,18.49390457062208,18.773384186754125,18.13732510103383,18.667375564575195,27300
2024-03-20 00:00:00+00:00,18.715560782776397,18.898669254967192,18.585457539758856,18.657737731933594,40000
2024-03-21 00:00:00+00:00,18.7348363808327,18.8215718791178,18.571002866089923,18.677011489868164,54300
2024-03-22 00:00:00+00:00,18.76374712784089,18.76374712784089,17.925306422392048,18.089139938354492,14700
2024-03-25 00:00:00+00:00,18.127688242257943,18.363801956176758,18.040952742300966,18.363801956176758,25700
2024-03-26 00:00:00+00:00,18.44571707943162,18.551727539296476,18.368619064483088,18.397531509399414,9800
2024-03-27 00:00:00+00:00,18.49390531998002,18.522815928035854,18.42644478363407,18.47463035583496,15100
2024-03-28 00:00:00+00:00,18.474629150228473,18.956492193439274,18.474629150228473,18.8697566986084,273700
2024-04-01 00:00:00+00:00,18.754110694294276,18.754110694294276,18.40235085703899,18.493906021118164,30300
2024-04-02 00:00:00+00:00,18.445716635045724,18.445716635045724,18.224060077178954,18.27899169921875,22200
2024-04-03 00:00:00+00:00,18.330070626190604,18.464991690234633,18.069864141395712,18.387893676757812,80700
2024-04-04 00:00:00+00:00,18.426445258104245,18.619189390032616,18.426445258104245,18.542091369628906,16000
2024-04-05 00:00:00+00:00,18.436080902263132,18.551728851949594,18.416807775783557,18.542091369628906,10900
2024-04-08 00:00:00+00:00,18.57100164153143,18.57100164153143,18.40331351274726,18.426443099975586,3900
2024-04-09 00:00:00+00:00,18.474629524347947,18.52281509438015,18.330070976089658,18.397531509399414,11800
2024-04-10 00:00:00+00:00,18.349347108498733,18.349347108498733,17.472354605109178,17.732561111450195,86300
2024-04-11 00:00:00+00:00,17.87712022428981,17.87712022428981,17.077227554073414,17.318159103393555,32200
2024-04-12 00:00:00+00:00,17.34707072180301,17.34707072180301,17.241060256958008,17.241060256958008,2900
2024-04-15 00:00:00+00:00,17.067589181023283,17.067589181023283,16.402619463070877,16.701374053955078,21300
2024-04-16 00:00:00+00:00,16.701373550138182,17.19287409086005,16.527902554805557,16.73992347717285,6700
2024-04-17 00:00:00+00:00,16.797746076160212,17.117702006367963,16.768833631664613,17.104209899902344,20800
2024-04-18 00:00:00+00:00,17.106138474593877,17.115775956285727,16.85556946509085,16.951942443847656,16300
2024-04-19 00:00:00+00:00,17.01940323512547,17.10613873350321,16.961580182260878,17.067588806152344,4000
2024-04-22 00:00:00+00:00,17.125414048972406,17.260335121148596,16.92303060254637,17.077226638793945,11800
2024-04-23 00:00:00+00:00,17.192873915581725,17.53981590270996,17.192873915581725,17.53981590270996,5900
2024-04-24 00:00:00+00:00,17.54945281519891,17.54945281519891,17.18323767643073,17.308521270751953,3700
2024-04-25 00:00:00+00:00,17.163960425004678,17.20732817075383,16.897972932395046,17.13504981994629,10200
2024-04-26 00:00:00+00:00,17.04831565577984,17.173599243164062,16.92303023023392,17.173599243164062,28300
2024-04-29 00:00:00+00:00,17.308519604429236,17.33743204871767,17.038677477050392,17.15432357788086,10300
2024-04-30 00:00:00+00:00,17.202510853480476,17.221785816192032,16.831476093010238,17.096500396728516,20100
2024-05-01 00:00:00+00:00,17.33743371782384,17.33743371782384,16.845933146572623,17.308521270751953,9600
2024-05-02 00:00:00+00:00,17.347071169543558,17.520542175344882,17.13505207254294,17.414531707763672,27600
2024-05-03 00:00:00+00:00,17.53017926187542,17.53017926187542,17.05795366683509,17.45597267150879,4200
2024-05-06 00:00:00+00:00,17.472353522203516,17.915668487548828,17.462717878709675,17.915668487548828,11700
2024-05-07 00:00:00+00:00,17.91566800536618,17.992766018373608,17.578363509148076,17.848207473754883,4100
2024-05-08 00:00:00+00:00,17.597640582922605,17.66510112262635,17.183238023986064,17.318159103393555,16100
2024-05-09 00:00:00+00:00,17.36634635925293,17.36634635925293,17.096502364714098,17.36634635925293,8200
2024-05-10 00:00:00+00:00,17.414531102563405,17.414531102563405,17.11577651304463,17.289247512817383,7100
2024-05-13 00:00:00+00:00,17.347069259760104,17.356706741039364,17.289246210246155,17.30659294128418,7500
2024-05-14 00:00:00+00:00,17.356707850795694,17.43380586779767,17.0194033371014,17.231422424316406,10600
2024-05-15 00:00:00+00:00,17.308521209080272,17.57836519963764,17.308521209080272,17.57451057434082,14200
2024-05-16 00:00:00+00:00,17.607275158100162,17.607275158100162,17.32779372472006,17.5590877532959,2700
2024-05-17 00:00:00+00:00,17.433805114535694,17.53981557264367,17.366344582343945,17.42416763305664,4400
2024-05-20 00:00:00+00:00,17.510902537176456,17.59763802939881,17.45789730991151,17.5687255859375,3900
2024-05-21 00:00:00+00:00,17.62655142283848,17.703649438062243,17.3470699688013,17.433805465698242,9500
2024-05-22 00:00:00+00:00,17.462716976588723,17.5398149876883,17.086862564086914,17.086862564086914,5400
2024-05-23 00:00:00+00:00,17.212148334836254,17.212148334836254,16.86520635867466,17.096500396728516,17700
2024-05-24 00:00:00+00:00,17.183236954019026,17.39525604248047,16.9172494371551,17.39525604248047,5700
2024-05-28 00:00:00+00:00,17.53017835968968,17.53017835968968,17.135050803804084,17.16396141052246,26700
2024-05-29 00:00:00+00:00,17.163962135404944,17.163962135404944,16.7784720448657,16.807384490966797,20500
2024-05-30 00:00:00+00:00,16.90375652339884,17.12541308323484,16.90375652339884,16.942304611206055,6900
2024-05-31 00:00:00+00:00,17.192873720326666,17.501265777310913,17.183236238775702,17.481990814208984,15600
2024-06-03 00:00:00+00:00,17.433804526107874,17.60727551055258,17.404892082646562,17.5687255859375,7100
2024-06-04 00:00:00+00:00,17.636187625130265,17.857846034313013,17.597639535377876,17.77111053466797,7000
2024-06-05 00:00:00+00:00,17.800020066774227,17.848207473754883,17.568726027751943,17.848207473754883,3100
2024-06-06 00:00:00+00:00,17.89639447676482,18.05059051513672,17.89639447676482,18.05059051513672,4200
2024-06-07 00:00:00+00:00,17.742197621788883,18.0505896843386,17.742197621788883,17.973491668701172,7600
2024-06-10 00:00:00+00:00,17.98312924401524,18.021679171115423,17.867483139038086,17.867483139038086,3800
2024-06-11 00:00:00+00:00,17.944582351407476,17.944582351407476,17.790384470888366,17.901214599609375,8100
2024-06-12 00:00:00+00:00,18.10841395696556,18.252972501584285,17.771109460747457,17.848207473754883,36000
2024-06-13 00:00:00+00:00,17.891576402765644,17.963854760768463,17.539816580299032,17.93494415283203,20500
2024-06-14 00:00:00+00:00,17.732561303663907,17.828934289075054,17.298885626556466,17.308521270751953,4700
2024-06-17 00:00:00+00:00,17.260334280158574,17.3085198498275,16.85556924518996,17.0001277923584,15900
2024-06-18 00:00:00+00:00,17.086864203930745,17.106139168095872,16.91339320276812,17.02422332763672,13300
2024-06-20 00:00:00+00:00,17.019403681421295,17.117703057684952,16.93266818076911,16.97121810913086,9200
2024-06-21 00:00:00+00:00,17.05795148114033,17.231420622635923,16.80738249254243,16.96639633178711,23600
2024-06-24 00:00:00+00:00,16.980854396400794,17.3277945364361,16.980854396400794,17.313339233398438,9700
2024-06-25 00:00:00+00:00,17.366344694721246,17.375982176262664,17.178418400067695,17.212148666381836,9800
2024-06-26 00:00:00+00:00,17.212150316134117,17.50126743744143,17.10903127573498,17.36634635925293,7000
2024-06-27 00:00:00+00:00,17.46271718794263,17.520540237426758,17.42416726284548,17.520540237426758,8700
2024-06-28 00:00:00+00:00,17.530179048465826,17.53981653047117,17.260335066801343,17.289247512817383,19900
2024-07-01 00:00:00+00:00,17.221786881827505,17.530178951648413,17.221786881827505,17.39525604248047,12200
2024-07-02 00:00:00+00:00,17.491630138018618,17.698831417783136,17.48199265545261,17.694013595581055,9900
2024-07-03 00:00:00+00:00,17.441515149702234,17.983129501342773,17.441515149702234,17.983129501342773,6800
2024-07-05 00:00:00+00:00,18.012042898611472,18.118051528930664,18.012042898611472,18.118051528930664,3100
2024-07-08 00:00:00+00:00,18.137324472709754,18.137324472709754,17.944580360231427,17.95421600341797,19900
2024-07-09 00:00:00+00:00,18.079502991226878,18.079502991226878,17.67473793029785,17.67473793029785,13700
2024-07-10 00:00:00+00:00,17.722923433303045,17.722923433303045,17.250697837104738,17.40489387512207,23400
2024-07-11 00:00:00+00:00,17.66028215454189,17.877119064331055,17.520541423844456,17.877119064331055,18500
2024-07-12 00:00:00+00:00,17.877118538074292,18.021678924560547,17.877118538074292,18.021678924560547,2100
2024-07-15 00:00:00+00:00,18.031314368654296,18.031314368654296,17.881938000240734,17.96385383605957,2500
2024-07-16 00:00:00+00:00,18.079500918186785,18.079500918186785,17.92530489724306,17.992765426635742,5600
2024-07-17 00:00:00+00:00,17.983129879969546,17.983129879969546,17.87711941485679,17.886756896972656,2700
2024-07-18 00:00:00+00:00,17.992767460533386,17.992767460533386,17.55908995375539,17.78074836730957,5100
2024-07-19 00:00:00+00:00,17.828933339909927,18.00240433678249,17.828933339909927,17.92530632019043,2500
2024-07-22 00:00:00+00:00,17.992767262067524,17.992767262067524,17.597639688322296,17.722923278808594,5800
2024-07-23 00:00:00+00:00,17.8096588046501,17.983129805695675,17.241060229294817,17.347070693969727,5700
2024-07-24 00:00:00+00:00,17.375982814586617,17.375982814586617,17.2121492986872,17.231422424316406,3800
2024-07-25 00:00:00+00:00,17.308521387143152,17.395256890780253,17.057954196815764,17.149507522583008,9400
2024-07-26 00:00:00+00:00,17.298885148345484,17.298885148345484,16.98085559199359,17.07915496826172,29600
2024-07-29 00:00:00+00:00,17.163960795913525,17.163960795913525,16.980854166048285,17.038677215576172,6200
2024-07-30 00:00:00+00:00,17.144689605087706,17.144689605087706,16.92688581225097,17.039642333984375,6600
2024-07-31 00:00:00+00:00,17.144688782169716,17.279609852529035,16.797746786203792,16.85556983947754,33800
2024-08-01 00:00:00+00:00,17.000129064613475,17.29888550103644,16.94230600905107,17.25069808959961,16100
2024-08-02 00:00:00+00:00,17.192874309433723,17.347070343209314,17.03096902541787,17.337432861328125,8100
2024-08-05 00:00:00+00:00,17.202511912082368,17.289247411460266,17.029040913326575,17.12541389465332,3700
2024-08-06 00:00:00+00:00,17.26033388364694,17.347069377587808,16.95194183326235,17.202510833740234,9400
2024-08-07 00:00:00+00:00,17.327796812791316,17.327796812791316,17.183238248939123,17.269973754882812,1700
2024-08-08 00:00:00+00:00,17.327796812791316,17.337434295469713,17.10614022567383,17.269973754882812,3500
2024-08-09 00:00:00+00:00,17.347069377587808,17.347069377587808,17.202510833740234,17.202510833740234,4600
2024-08-12 00:00:00+00:00,17.26033388364694,17.26033388364694,17.115775339799367,17.202510833740234,2100
2024-08-13 00:00:00+00:00,16.98085472969361,17.3759822845459,16.951942284889174,17.3759822845459,3900
2024-08-14 00:00:00+00:00,17.39525460149279,17.60727551055258,17.31815659042421,17.5687255859375,6900
2024-08-15 00:00:00+00:00,17.62655305578086,17.694013595581055,17.592820947718913,17.694013595581055,4800
2024-08-16 00:00:00+00:00,17.800022227483428,17.809659710049434,17.694013595581055,17.694013595581055,5400
2024-08-19 00:00:00+00:00,17.58800290132491,17.809659483032082,17.53981732727094,17.742198944091797,7400
2024-08-20 00:00:00+00:00,17.742197891781636,17.742197891781636,17.64582491122787,17.713285446166992,5300
2024-08-21 00:00:00+00:00,17.79038351396539,18.089139938354492,17.79038351396539,18.089139938354492,6000
2024-08-22 00:00:00+00:00,18.195147834948525,18.195147834948525,18.118049821001517,18.175874710083008,4400
2024-08-23 00:00:00+00:00,18.243335827381067,18.43607994934696,18.233698345558516,18.407169342041016,8300
2024-08-26 00:00:00+00:00,18.445718508934334,18.705925018861688,18.301159949473075,18.59991455078125,21900
2024-08-27 00:00:00+00:00,18.60955072153065,18.657738130062604,18.455354690551758,18.455354690551758,6300
2024-08-28 00:00:00+00:00,18.54209041123331,18.561365374878413,18.407169342041016,18.407169342041016,14600
2024-08-29 00:00:00+00:00,18.5324527060412,18.542090187747593,18.408132316903618,18.455354690551758,5900
2024-08-30 00:00:00+00:00,18.522815489238475,18.522815489238475,17.607276771977965,17.92530632019043,69100
2024-09-03 00:00:00+00:00,17.963854409405606,17.983129373094048,17.84820830359837,17.92530632019043,7600
2024-09-04 00:00:00+00:00,17.99276828138023,18.21442486688482,17.79713087693992,18.127689361572266,12000
2024-09-05 00:00:00+00:00,18.214424199813198,18.484268188476562,18.214424199813198,18.484268188476562,9300
2024-09-06 00:00:00+00:00,18.561363806131205,18.561363806131205,18.33006977642334,18.416805267333984,6700
2024-09-09 00:00:00+00:00,18.484268283779198,18.648101806640625,18.37825781658598,18.648101806640625,4200
2024-09-10 00:00:00+00:00,18.696287380003834,18.696287380003834,18.612443305928302,18.648101806640625,8100
2024-09-11 00:00:00+00:00,18.715561519911436,18.840845108032227,18.6191885392699,18.840845108032227,8600
2024-09-12 00:00:00+00:00,18.840845331332485,18.840845331332485,18.76374731353784,18.792659759521484,8800
2024-09-13 00:00:00+00:00,18.580640543827972,18.73483657836914,18.49390504462835,18.73483657836914,10100
2024-09-16 00:00:00+00:00,18.840845082664817,18.946855545043945,18.705924012845358,18.946855545043945,5600
2024-09-17 00:00:00+00:00,19.004678840210566,19.115507125854492,18.951675446507444,19.115507125854492,6800
2024-09-18 00:00:00+00:00,18.927580093687375,19.351620094117834,18.927580093687375,19.255247116088867,12000
2024-09-19 00:00:00+00:00,19.274521815923997,19.515453338623047,19.149238232911614,19.515453338623047,9600
2024-09-20 00:00:00+00:00,19.58291328009258,19.7852967088983,19.428717257269927,19.660011291503906,10400
2024-09-23 00:00:00+00:00,19.785298572100068,19.89130719892259,19.704344090057262,19.872034072875977,8700
2024-09-24 00:00:00+00:00,19.872033849569025,19.92021942138672,19.82384643958959,19.92021942138672,1400
2024-09-25 00:00:00+00:00,19.968405726229996,20.074416193914576,19.81420968495886,19.833484649658203,6400
2024-09-26 00:00:00+00:00,19.96840468315224,19.96840468315224,19.42871856689453,19.42871856689453,6400
2024-09-27 00:00:00+00:00,19.41908111030891,19.587734285595005,19.284160040609404,19.322708129882812,11300
2024-09-30 00:00:00+00:00,19.428718838350445,19.592552355702242,18.898670196533203,18.898670196533203,29400
2024-10-01 00:00:00+00:00,19.062502017173493,19.476902676496803,18.908305995527247,19.440282821655273,7500
2024-10-02 00:00:00+00:00,19.428718332886888,19.428718332886888,19.062503217949004,19.207061767578125,5500
2024-10-03 00:00:00+00:00,19.31307339444516,19.640738602244653,19.31307339444516,19.454740524291992,10800
2024-10-04 00:00:00+00:00,19.457631249142416,19.457631249142416,19.32752799987793,19.32752799987793,1600
2024-10-07 00:00:00+00:00,19.39980665099123,19.39980665099123,18.744474411010742,18.744474411010742,24700
2024-10-08 00:00:00+00:00,18.908307805618882,18.96613085973123,18.77338489514107,18.956493377685547,2800
2024-10-09 00:00:00+00:00,19.08177668545118,19.42871868131231,18.243335979669077,18.35898208618164,39300
2024-10-10 00:00:00+00:00,18.407170641054012,18.683758852417338,18.310797654189074,18.551729202270508,32700
2024-10-11 00:00:00+00:00,18.542088991267274,18.860118514409702,18.542088991267274,18.850481033325195,31200
2024-10-14 00:00:00+00:00,18.802296772952236,19.120326318199886,18.778203987647142,18.995040893554688,6200
2024-10-15 00:00:00+00:00,19.10105205966679,19.19742504260577,18.81193494901163,19.01431655883789,15800
2024-10-16 00:00:00+00:00,19.110687721529928,19.28415870666504,19.05864569072476,19.28415870666504,4300
2024-10-17 00:00:00+00:00,19.187787308327184,19.313072735949863,19.16851234436035,19.16851234436035,2700
2024-10-18 00:00:00+00:00,19.207060563260935,19.390169028329492,18.94685408734692,19.226335525512695,9500
2024-10-21 00:00:00+00:00,19.033592099217774,19.033592099217774,18.70592505020361,18.97576904296875,24500
2024-10-22 00:00:00+00:00,19.10105010903784,19.255246130728757,18.927579125095164,19.226335525512695,13100
2024-10-23 00:00:00+00:00,19.22633710807623,19.22633710807623,19.033591146016438,19.110689163208008,5300
2024-10-24 00:00:00+00:00,19.2552477419513,19.2552477419513,18.82157208396748,19.00467872619629,9000
2024-10-25 00:00:00+00:00,19.14923863323333,19.207061685204657,18.677011221288865,18.937217712402344,6200
2024-10-28 00:00:00+00:00,18.898669845693586,18.951675076523657,18.66737579693104,18.8890323638916,8500
2024-10-29 00:00:00+00:00,18.937218210870938,18.95167535286557,18.252973536408042,18.628826141357422,22700
2024-10-30 00:00:00+00:00,18.69628619495806,18.79265917373777,18.51317771909278,18.561365127563477,13500
2024-10-31 00:00:00+00:00,18.638464001740964,18.69628705640837,18.09877786913436,18.262611389160156,35000
2024-11-01 00:00:00+00:00,18.407170101379602,18.407170101379602,18.129616863190225,18.21442413330078,12500
2024-11-04 00:00:00+00:00,18.281884390707887,18.47463035583496,18.120942300236333,18.47463035583496,9100
2024-11-05 00:00:00+00:00,18.387893312993015,18.860118865966797,18.175874239666502,18.860118865966797,14200
2024-11-06 00:00:00+00:00,18.339709035728934,18.628826141357422,18.32139726858964,18.628826141357422,6700
2024-11-07 00:00:00+00:00,18.77338444506525,18.783021926879883,18.491013396727165,18.783021926879883,6400
